Enum	Text
SkillRemainingCD	Reset after {0} {1} seconds
ArtifactLevel	Level {0} dragon weapon
ArtifactSkillEffect	Dragon effect (randomly obtain {0} skill effects)
ArtifactComposeTips1	2 dragons can be combined
ArtifactComposeTips2	Please put the same quality dragon
ArtifactComposeTips3	Randomly obtain a dragon weapon of no lower than the original quality
ArtifactComposeTips4	Please put the same quality dragon
ArtifactComposeEnsureTips	After synthesis, a new dragon weapon of the same level will be obtained with random parts.
Artifact_compose_tips	After the synthesis is complete, click the icon to view the prop information
ERR_BAG_FULL_CANT_COMPOSE	The package is full and cannot be made
ERR_IBGIFT_FRIEND	Insufficient friends, unable to gift
ERR_IBGIFT_OVERMAXUNRECV	There are still 30 unopened gift packs for gift target friends!
MilitaryDateTime	Season time: {0}
ArtifactSuitEffect	{0} piece set:
ArtifactAttriDes	No random properties
NoArtifactSkillEffect	no dragon effect
ArtifactSuitTittle	suit properties
NoArtifactSuit	No suit properties
Artifact	dragon
ArtifactSuitEffectTittle	[F39354]{0}[-]
NeedUnlockLastSlotting	The previous hole needs to be opened before this hole can be opened
SlotThisEmblemNeedMoney	It takes {0} dragon coins to open the coat of arms of this skill. Is it open?
ArtifactComposeSuccessEffectName	Effects/FX_Particle/UIfx/UI_zbzzw
GuildCollectProcessText	In the draw…
GuildCollectProcessTips	Wow what will you get? !
ERR_ARTIFACT_COMPOSE_LEVELNOTEQUAL	Only dragons of the same level can be synthesized
ERR_ARTIFACT_COMPOSE_QUALITYNOTEQUAL	Only dragons of the same quality can be synthesized
ERR_ARTIFACT_COMPOSE_NUMBER	Insufficient number of dragons to synthesize
ERR_ARTIFACT_COMPOSE_CANTCOMPOSE	This dragon can't be crafted
ERR_CUSTOMBATTLE_PASSWORDINVALID	The password is invalid, please change another password
ERR_CUSTOMBATTLE_INVALIDREQUEST	This request is invalid
ERR_CUSTOMBATTLE_WORLDNOTOPEN	Cross-server matches will start later
ERR_CUSTOMBATTLE_HASJOIN	You have already joined a game
ERR_CUSTOMBATTLE_NOTJOIN	you haven't joined the game yet
ERR_CUSTOMBATTLE_CREATFAILED	Sorry, the creation failed
ERR_CUSTOMBATTLE_LEVELLIMIT	Insufficient level
ERR_CUSTOMBATTLE_ROELNOTEXIST	role does not exist
ERR_CUSTOMBATTLE_CREATECONFINVALID	Illegal contest name created
ERR_CUSTOMBATTLE_JOINNOTRELATED	You are not a friend or guild member of the creator
ERR_CUSTOMBATTLE_JOINNOTINREADYTIME	This game is over
ERR_CUSTOMBATTLE_JOINFULL	This game is so popular, it's already full
ERR_CUSTOMBATTLE_JOININVALIDPASSWORD	wrong password
ERR_CUSTOMBATTLE_JOINFAILED	We are very sorry, but failed to join
ERR_CUSTOMBATTLE_NOTCREATER	Only the creator can do this
ERR_CUSTOMBATTLE_BATTLENOTFIND	No match found
ERR_CUSTOMBATTLE_MATCHFAILED	The game has not yet started or has ended, so it cannot be matched.
ERR_IBGIFT_MAX_COUNT	You can only send one at a time, you can't eat hot tofu in a hurry
ERR_ENCHANT_NOTHAVEATTRID	The enchantment attribute does not exist and cannot be activated
GuildCollectJoinTips1	The guild camp party has started{n}Do you want to join the guild immediately?
GuildCollectJoinTips2	The guild camp party has started{n}This event requires joining a guild. Do you want to join a guild now?
ActivityRunning	activity in progress
SmeltReturn	Refined and returned
SmeltReturnTips1	No Refining Stones to Return
SmeltReturnTips2	The purification return will also reset the purification value back to the initial state and return {0}
SpectateSettingStr	During a ladder battle, if one side has checked not allowed to be spectated, the spectator instance will not be generated.{n}When the challenge instance is spectated, whether it can be spectated will be determined according to the captain's settings.{n}If the captain does not enter the battle, the setting will be invalid, and the captain will be changed during the battle. It will not take effect.{n}Multiplayer confrontation, event viewing will not change according to the player's settings
SpectateSettingSuccess	set successfully
SendExchangeSuccess	An exchange request has been sent to the other party
ERR_GUILDACMPPATY_DISTANCE	too far away
ExchangType_33	exchange
PVPReportTitle	You are reporting player {0}
PVPReportSuccess	Report successful
ERR_FASHION_ITEM_NOT_ENOUGH	This costume must be worn in full, not individually
ERR_SPACTIVITY_NOTOPEN	event has ended
BagExpandNeedNum	{0} sheets of {1} are required to open {2} grids
Tooltip_Artifact_attr	Dragon attribute
No_Artifact_attr	Dragonless properties
PutTwoArtifact	Please put 2 dragons of the same quality from the right
ERR_BAGEXPAND_LESSITEM	Insufficient expansion coupons to expand the backpack
ExpandItemBagSuc	Item backpack expanded successfully
ExpandEmblemBagSuc	Heraldic backpack expansion success
ExpandEquipBagSuc	Equipment backpack expansion is successful
ExpandArtifactBagSuc	The expansion of the dragon backpack was successful
NoEnchantItem	Please select an enchantment stone
ERR_SHOP_WEEKCOUNTLIMIT	This item has reached the purchase limit for this week and cannot be purchased
ArtifactPosClickPos	Equip {0} on the right
ERR_BAGEXPAND_MAXCOUNT	Backpack expansion has reached the limit
ExpandItemBagFull	The item backpack has reached the expansion limit
ExpandEmbleBagFull	Heraldic Backpack has reached the expansion limit
ExpandEquipBagFull	The equipment backpack has reached the expansion limit
ExpandArtifactBagFull	Dragon backpack has reached the expansion limit
WaitForStart	There's still time before the game starts
WaitForEnd	There is still time until the end of the game
WaitForShowMatch	The match button appears after the prep time is over
GameEnd	game is over
MaxRewardTip	Highest reward reached
CustomBattleCreateBoxTip	The higher the ranking, the better the reward, and the first place can get the biggest reward!
BountyModeGameTip	The bounty competition is open from 10:00-23:00 every day! Win 12 games or lose 3 games, the game ends and starts again!
UnJoinCustomModeTip	Are you sure you want to quit the game? You will not get any rewards if you quit the game before the treasure chest is collected.
UnJoinBountyModeTip	This action will end your Bounty Mode match early! You will still be rewarded based on the number of wins you have won, please check carefully
JoinBountyCost	Do you need to consume the ticket {0} for the National PK Tournament to sign up for participation?
JoinBountyBattle	Successful registration
JoinCustomBattle	you joined the race
UnJoinCustomBattle	you are out of the game
SetPasswordSucc	set successfully
CancelPassword	Password cancelled
FriendOnlyJoin	friend
GuildOnlyJoin	guild
AllJoin	everyone
LoadTimeOutWin	Since the loading time of the enemy player has timed out, it is determined that our team wins
LoadTimeOutLose	Due to the timeout of our player's loading time, we are judged to be negative
LoadTimeOutDraw	Due to the loading timeout of both players, it is judged as a draw
GuildCollectRewardTimeTips	End after {0}
BagExpandSureTips	Make sure to use {0} {1} to open {2} backpack slots
ERR_ABYSS_LEVEL	Not enough levels required!
CurEnchantNoAttr	This enchanted stone does not have this property
CurEnchantAttrList	Current enchantment properties
ERR_SMELTCOUNT_ZERO	No returnable refining materials
ERR_CUSTOMBATTLE_REWARDHASGET	You have already received this reward
ArtifactSuitUltimateFxName	UI_Artifacts_Clip04
ERR_CUSTOMBATTLE_REWARDCD	Treasure Chest CD…
ERR_CUSTOMBATTLE_REWARDCANGET	Can't get the treasure chest yet
ERR_CUSTOMBATTLE_CREATORLEAVE	The creator cannot quit the game
QualityingRankRewardEndTips1	Rankings and ratings reset in {0} weeks
QualityingRankRewardEndTips2	Rankings and ratings will reset this Sunday at 20:00
GuildCollectLotteryCDTips	In the process of card creation, it will take {0} seconds... Go to another party messenger and try it~
ERR_FORGE_NOREPLACE	There are no smithing attributes that can be replaced
ERR_GUILDCAMP_SELF_NOTIN	Can only be exchanged with other guild members in the guild scene
ERR_GUILDACMPPATY_SPRITE_ONTEXIST	One step later, it has been claimed by other members
PK2V2_NOT_IN_CITY	After 1V1 battle, you need to exit the interface and enter again to match 2V2
EnchantNOAttrTip	Each piece of equipment can save multiple different enchanting attributes {n} enchanting attributes can be transferred to other equipment
EnchantNOItemTip	Enchanted attributes can be transferred to other equipment{n}Please select an enchanting stone above and enchant{n}The higher the level and quality of the enchanted stone, the better the attributes
MasterEnchantNOAttrTip	Level 130 Equipment Common Enchant Any Attribute Combat Power Reach 9500{n} Level 140 Equipment Common Enchant Any Attribute Combat Power Reach 14000{n} Level 150 Equipment Common Enchant Any Attribute Combat Power Reach 19000{n} You can use the Master Enchanting Stone to enchant
MasterEnchant	Master Enchanting
ERR_CUSTOMBATTLE_NAMEMAX	Over 6000, you can turn on the master enchanting function
ERR_CUSTOMBATTLE_NAMEMIN	The name is too short
ERR_CUSTOMBATTLE_NAMEINVALID	Name contains illegal characters
CARD_NOT_ENOUGH	You don't have enough cards
CUSTOM_QUIT_CONFIRM	Are you really sure you want to quit the game? You will not get any rewards if you quit the game before the treasure chest is collected.
PVP_BANNED_TIPS	{0} is still in the penalty time, and can be matched after {1}
ERR_TEAM_COST_CANCEL	The bounty group is released, your diamonds or bounty coupons will be returned by mail
ERR_TEAM_COST_WIN	Bounty Release
ERR_CUSTOM_NOTOPEN	The gameplay is not yet open, so stay tuned
CustomTypeTip_1	[a431e2]The more wins, the more rewards[-]{n}{n}In Bounty Mode, your final reward will increase for every victory you win, and you can claim the treasure chest for the highest reward after 12 wins ! {n}{n}[a431e2] lost 3 battles, the battle is over[-]{n}{n} lost 3 battles in the bounty mode, and you will get the corresponding rewards at the same time! If you give up the game, you will immediately lose 3 games in total and end the battle. Please don't give up easily.{n}{n}[a431e2]All bounty modes are fair mode battles[-]
CustomTypeTip_2	[a431e2]The more wins, the more rewards[-]{n}{n}In Bounty Mode, your final reward will increase for every victory you win, and you can claim the treasure chest for the highest reward after 12 wins ! {n}{n}[a431e2] lost 3 battles, the battle is over[-]{n}{n} lost 3 battles in the bounty mode, and you will get the corresponding rewards at the same time! If you give up the game, you will immediately lose 3 games in total and end the battle. Please don't give up easily.{n}{n}[a431e2]All bounty modes are fair mode battles[-]
CustomTypeTip_3	[a431e2]The more wins, the more rewards[-]{n}{n}In Bounty Mode, your final reward will increase for every victory you win, and you can claim the treasure chest for the highest reward after 12 wins ! {n}{n}[a431e2] lost 3 battles, the battle is over[-]{n}{n} lost 3 battles in the bounty mode, and you will get the corresponding rewards at the same time! If you give up the game, you will immediately lose 3 games in total and end the battle. Please don't give up easily.{n}{n}[a431e2]All bounty modes are fair mode battles[-]
CustomTypeTip_4	[a431e2]The more wins, the more rewards[-]{n}{n}In Bounty Mode, your final reward will increase for every victory you win, and you can claim the treasure chest for the highest reward after 12 wins ! {n}{n}[a431e2] lost 3 battles, the battle is over[-]{n}{n} lost 3 battles in the bounty mode, and you will get the corresponding rewards at the same time! If you give up the game, you will immediately lose 3 games in total and end the battle. Please don't give up easily.{n}{n}[a431e2]All bounty modes are fair mode battles[-]
ERR_TEAM_INV_TIMEOUT	Invitation has expired
ERR_CUSTOM_GMLIMIT	You do not have permission to operate this official event
ERR_CUSTOM_LEFTA	Reserve 1
ERR_CUSTOM_LEFTB	Reserve 2
ERR_CUSTOM_LEFTC	Reserve 3
ERR_CUSTOM_LEFTD	Reserve 4
ERR_CUSTOM_LEFTE	Reserve 5
ERR_CUSTOM_LEFTF	Reserve 6
JadeHadMax	Dragon Jade has been upgraded to max level
JadeUpgradeNeedLevelTips	Level {0} can only be synthesized at level {1} ​​dragon jade
WeekendHeroNestLevelTips	The weekend lair can be transformed into a variety of powerful heroes to fight, let's go warriors!
ABYSS_COST_NOT_ENOUGH	The number of {0} is insufficient, do you want to consume a more advanced admission ticket instead?
ERR_TRANSFERR_OTHER_ROLES_LEAVE	Your teammates have started fighting due to network delay, please return to the main city
ERR_MILITARY_TRIGGER_CHECK	Due to frequent matches with the same opponents in recent rounds, this time I will not be able to obtain military merit.
TEAM_ERR_TEAM_WEEK_NEST_EXP	The copy you selected does not match the server record, please regroup
RANDOM_GIFT_TITLE_WX	Congratulations on receiving a red envelope!
RANDOM_GIFT_TITLE_QQ	Additional random gift box!
RANDOM_GIFT_DESCRIPTION_WX	Congratulations to your warriors, you got a lucky red envelope! {n}Share, you can share with your friends to grab red envelope rewards~
RANDOM_GIFT_DESCRIPTION_QQ	Congratulations to your warriors, you got a lucky gift box! {n}Share, you can share with your friends to grab treasure chest rewards~
ERR_WEEKENDPARTY_TIMES_NOT_ENOUGH	Not enough
WeekendPartyBattleRankTypeScore	integral
WeekendPartyBattleRankTypeDeath	number of deaths
WeekendPartyTimeTip	Number of awards received this week:
CanBuyCount	Available purchases {0}
ResetTime	Reset after {0} days
ArtifactComposeSucTips	Successfully synthesized a {0}
ArtifactComposeNeedItemFull	item is full
BackFlowBannerRewardTips	Congrats on getting a fat corgi
BackFlowShopBuyTip	Are you sure you want to buy {0}{1}?
BackFlowShopCloseTime	Mystery shop will be closed after {0}
BackFlowShopResetTip	Reset daily at 5am
ERR_DECLARATION_TOO_LONG	Setting content is too long
WeekShareDec	The number of shares is limited to taking pictures in the main city, winning three-piece suits, S mounts, S elf, and the giant's lair Hell one-star clearance for the first time
MobaAdditionSuccess0	The attack level has been increased by 1, and the current attack level is: {0}
MobaAdditionSuccess1	The defense level has been increased by 1 level, and the current defense level is: {0}
MobaAdditionSuccess2	The soldier line level has been increased by 1 level, and the current soldier line level is: {0}
ERR_MOBA_UPGRADENUM_EMPTY	Upgrade points have been exhausted
ERR_MOBA_SIGNAL_TOOFAST	Sending the signal too often
WeekRewardsTime	Shares reset every Monday at 05:00
